Name	Result	Orig Len	Opt Len	Reduction	Pixels
svgs/W3C_SVG_11_TestSuite/svg/masking-path-04-b.svg	pass	3995	1339	2656	0
svgs/W3C_SVG_11_TestSuite/svg/masking-path-05-f.svg	pass	4088	1313	2775	0
svgs/W3C_SVG_11_TestSuite/svg/masking-path-06-b.svg	pass	3862	1822	2040	0
svgs/W3C_SVG_11_TestSuite/svg/masking-path-07-b.svg	pass	6905	2230	4675	0
svgs/W3C_SVG_11_TestSuite/svg/masking-path-08-b.svg	pass	5760	2765	2995	0
svgs/W3C_SVG_11_TestSuite/svg/masking-path-09-b.svg	pass	3211	1327	1884	0
svgs/W3C_SVG_11_TestSuite/svg/masking-path-10-b.svg	pass	5544	2602	2942	0
svgs/W3C_SVG_11_TestSuite/svg/masking-path-11-b.svg	pass	3116	1084	2032	0
svgs/W3C_SVG_11_TestSuite/svg/masking-path-12-f.svg	pass	3855	1914	1941	0
svgs/W3C_SVG_11_TestSuite/svg/masking-path-13-f.svg	pass	2801	761	2040	0
svgs/W3C_SVG_11_TestSuite/svg/masking-path-14-f.svg	pass	4238	1171	3067	0
svgs/W3C_SVG_11_TestSuite/svg/metadata-example-01-t.svg	pass	21675	18152	3523	0
svgs/W3C_SVG_11_TestSuite/svg/painting-control-01-f.svg	pass	5238	2189	3049	0
svgs/W3C_SVG_11_TestSuite/svg/painting-control-02-f.svg	pass	3497	1128	2369	0
svgs/W3C_SVG_11_TestSuite/svg/painting-control-03-f.svg	pass	3400	994	2406	0
svgs/W3C_SVG_11_TestSuite/svg/painting-control-04-f.svg	pass	2939	930	2009	0
svgs/W3C_SVG_11_TestSuite/svg/painting-control-05-f.svg	pass	5839	1719	4120	0
svgs/W3C_SVG_11_TestSuite/svg/painting-control-06-f.svg	pass	3408	915	2493	0
svgs/W3C_SVG_11_TestSuite/svg/painting-fill-01-t.svg	pass	3551	1103	2448	0
svgs/W3C_SVG_11_TestSuite/svg/painting-fill-02-t.svg	pass	3711	1265	2446	0
svgs/W3C_SVG_11_TestSuite/svg/painting-fill-03-t.svg	pass	3488	1139	2349	0
svgs/W3C_SVG_11_TestSuite/svg/painting-fill-04-t.svg	pass	4352	1051	3301	0
svgs/W3C_SVG_11_TestSuite/svg/painting-fill-05-b.svg	pass	4502	1475	3027	0
svgs/W3C_SVG_11_TestSuite/svg/painting-marker-01-f.svg	pass	10160	2842	7318	0
svgs/W3C_SVG_11_TestSuite/svg/painting-marker-02-f.svg	pass	13254	4086	9168	0
svgs/W3C_SVG_11_TestSuite/svg/painting-marker-03-f.svg	pass	5040	2011	3029	0
svgs/W3C_SVG_11_TestSuite/svg/painting-marker-04-f.svg	pass	4984	1962	3022	0
svgs/W3C_SVG_11_TestSuite/svg/painting-marker-05-f.svg	pass	12550	8296	4254	0
svgs/W3C_SVG_11_TestSuite/svg/painting-marker-06-f.svg	pass	9894	2807	7087	0
svgs/W3C_SVG_11_TestSuite/svg/painting-marker-07-f.svg	pass	3322	1080	2242	0
svgs/W3C_SVG_11_TestSuite/svg/painting-marker-properties-01-f.svg	pass	4618	2014	2604	0
svgs/W3C_SVG_11_TestSuite/svg/painting-render-01-b.svg	pass	8956	4000	4956	0
svgs/W3C_SVG_11_TestSuite/svg/painting-render-02-b.svg	pass	4742	1714	3028	0
svgs/W3C_SVG_11_TestSuite/svg/painting-stroke-01-t.svg	pass	3899	1115	2784	0
svgs/W3C_SVG_11_TestSuite/svg/painting-stroke-02-t.svg	pass	3727	1182	2545	0
svgs/W3C_SVG_11_TestSuite/svg/painting-stroke-03-t.svg	pass	3758	1214	2544	0
svgs/W3C_SVG_11_TestSuite/svg/painting-stroke-04-t.svg	pass	3827	1280	2547	0
svgs/W3C_SVG_11_TestSuite/svg/painting-stroke-05-t.svg	pass	5369	2366	3003	0
svgs/W3C_SVG_11_TestSuite/svg/painting-stroke-06-t.svg	pass	4032	1324	2708	0
svgs/W3C_SVG_11_TestSuite/svg/painting-stroke-07-t.svg	pass	3855	1240	2615	0
svgs/W3C_SVG_11_TestSuite/svg/painting-stroke-08-t.svg	pass	4737	2152	2585	0
svgs/W3C_SVG_11_TestSuite/svg/painting-stroke-09-t.svg	pass	3245	872	2373	0
svgs/W3C_SVG_11_TestSuite/svg/painting-stroke-10-t.svg	pass	3559	1270	2289	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-01-t.svg	pass	11078	2589	8489	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-02-t.svg	pass	8577	2525	6052	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-03-f.svg	pass	8433	2300	6133	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-04-t.svg	pass	5482	1742	3740	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-05-t.svg	pass	5328	1665	3663	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-06-t.svg	pass	5520	1648	3872	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-07-t.svg	pass	5448	1655	3793	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-08-t.svg	pass	5355	1614	3741	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-09-t.svg	pass	5268	1485	3783	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-10-t.svg	pass	5896	2996	2900	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-12-t.svg	pass	3945	1134	2811	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-13-t.svg	pass	3149	852	2297	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-14-t.svg	pass	3628	993	2635	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-15-t.svg	pass	3555	999	2556	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-16-t.svg	pass	3273	1083	2190	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-17-f.svg	pass	3309	1019	2290	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-18-f.svg	pass	4726	2166	2560	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-19-f.svg	pass	5939	2358	3581	0
svgs/W3C_SVG_11_TestSuite/svg/paths-data-20-f.svg	pass	4243	1642	2601	0
svgs/W3C_SVG_11_TestSuite/svg/paths-dom-01-f.svg	pass	6828	4212	2616	0
svgs/W3C_SVG_11_TestSuite/svg/paths-dom-02-f.svg	pass	9645	7205	2440	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-01-b.svg	pass	3902	1256	2646	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-02-b.svg	pass	4696	1325	3371	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-03-b.svg	pass	4428	1345	3083	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-04-b.svg	pass	5034	1659	3375	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-05-b.svg	pass	5501	1766	3735	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-06-b.svg	pass	6668	1868	4800	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-07-b.svg	pass	5130	1258	3872	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-08-b.svg	pass	5472	1612	3860	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-09-b.svg	pass	6779	1477	5302	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-10-b.svg	pass	5644	1763	3881	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-11-b.svg	pass	7514	2276	5238	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-12-b.svg	pass	6758	2047	4711	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-13-b.svg	pass	9242	5843	3399	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-14-b.svg	pass	6443	3230	3213	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-15-b.svg	pass	3773	1129	2644	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-16-b.svg	pass	4408	1371	3037	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-17-b.svg	pass	5433	1962	3471	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-20-b.svg	pass	4961	1960	3001	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-21-b.svg	pass	6614	3270	3344	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-22-b.svg	pass	4269	2014	2255	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-23-f.svg	pass	3835	1266	2569	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-24-f.svg	pass	3598	1163	2435	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-grad-stops-01-f.svg	pass	3846	1613	2233	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-pattern-01-b.svg	pass	6524	2366	4158	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-pattern-02-f.svg	pass	2939	964	1975	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-pattern-03-f.svg	pass	4585	1872	2713	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-pattern-04-f.svg	pass	3652	1141	2511	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-pattern-05-f.svg	pass	3492	1322	2170	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-pattern-06-f.svg	pass	3273	1068	2205	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-pattern-07-f.svg	pass	3419	1442	1977	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-pattern-08-f.svg	pass	3413	1381	2032	0
svgs/W3C_SVG_11_TestSuite/svg/pservers-pattern-09-f.svg	pass	3684	1420	2264	0
svgs/W3C_SVG_11_TestSuite/svg/render-elems-01-t.svg	pass	3337	978	2359	0
svgs/W3C_SVG_11_TestSuite/svg/render-elems-02-t.svg	pass	3403	1054	2349	0
svgs/W3C_SVG_11_TestSuite/svg/render-elems-03-t.svg	pass	3513	1062	2451	0
svgs/W3C_SVG_11_TestSuite/svg/render-elems-06-t.svg	pass	3658	1222	2436	0
svgs/W3C_SVG_11_TestSuite/svg/render-elems-07-t.svg	pass	3619	1239	2380	0
svgs/W3C_SVG_11_TestSuite/svg/render-elems-08-t.svg	pass	3684	1299	2385	0
svgs/W3C_SVG_11_TestSuite/svg/render-groups-01-b.svg	pass	6746	1585	5161	0
svgs/W3C_SVG_11_TestSuite/svg/render-groups-03-t.svg	pass	6038	1551	4487	0
svgs/W3C_SVG_11_TestSuite/svg/script-handle-01-b.svg	pass	4514	1629	2885	0
svgs/W3C_SVG_11_TestSuite/svg/script-handle-02-b.svg	pass	5731	2523	3208	0
svgs/W3C_SVG_11_TestSuite/svg/script-handle-03-b.svg	pass	5504	2279	3225	0
svgs/W3C_SVG_11_TestSuite/svg/script-handle-04-b.svg	pass	5585	2299	3286	0
svgs/W3C_SVG_11_TestSuite/svg/script-specify-01-f.svg	pass	3581	1550	2031	0
svgs/W3C_SVG_11_TestSuite/svg/script-specify-02-f.svg	pass	3614	1377	2237	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-circle-01-t.svg	pass	3192	1173	2019	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-circle-02-t.svg	pass	3235	895	2340	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-ellipse-01-t.svg	pass	4439	1268	3171	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-ellipse-02-t.svg	pass	3197	868	2329	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-ellipse-03-f.svg	pass	3815	1002	2813	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-grammar-01-f.svg	pass	3330	1078	2252	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-intro-01-t.svg	pass	6517	1435	5082	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-intro-02-f.svg	pass	4849	2167	2682	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-line-01-t.svg	pass	4390	1488	2902	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-line-02-f.svg	pass	2758	853	1905	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-polygon-01-t.svg	pass	4842	1329	3513	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-polygon-02-t.svg	pass	4184	1550	2634	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-polygon-03-t.svg	pass	3159	1088	2071	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-polyline-01-t.svg	pass	5435	1312	4123	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-polyline-02-t.svg	pass	4328	1468	2860	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-rect-01-t.svg	pass	4641	1338	3303	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-rect-02-t.svg	pass	3380	941	2439	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-rect-03-t.svg	pass	6546	3719	2827	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-rect-04-f.svg	pass	3396	1041	2355	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-rect-05-f.svg	pass	4015	1173	2842	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-rect-06-f.svg	pass	3562	1308	2254	0
svgs/W3C_SVG_11_TestSuite/svg/shapes-rect-07-f.svg	pass	2921	1012	1909	0
svgs/W3C_SVG_11_TestSuite/svg/struct-cond-01-t.svg	pass	3230	967	2263	0
